lands,mana_rocks,land_ramp,immediate_draw,per_turn_draw,on_cast_draw,curve,actual_curve,total_mana_spent,ramp_mana_spent,draw_mana_spent,nonramp_nondraw_mana_spent,high_cmc_mana_spent,cmc_0,cmc_1,cmc_2,cmc_3,cmc_4,cmc_5,cmc_6,cmc_7,cmc_8plus
31,2,14,8,1,0,2.5,2.652173913043478,54.275,12.191,6.135,35.949,5.346,0,9,28,19,7,3,3,0,0
29,3,14,6,2,0,2.5,2.676056338028169,54.275,12.411,4.564,37.3,5.322,0,9,28,21,6,4,3,0,0
34,2,4,2,3,1,2.5,2.6666666666666665,54.251,3.407,4.389,46.455,5.49,0,11,25,15,8,4,3,0,0
28,0,10,8,0,1,2.5,2.7222222222222223,54.213,7.476,6.452,40.285,5.064,0,10,27,18,10,4,3,0,0
28,0,2,8,2,0,3.5,3.236111111111111,54.19,1.07,6.588,46.532,8.89,0,7,17,20,15,7,5,1,0
35,3,12,6,0,1,2.5,2.5692307692307694,54.109,11.78,4.506,37.823,3.846,0,9,28,17,6,3,2,0,0
35,0,10,4,2,0,3.0,2.9846153846153847,54.088,7.241,3.368,43.479,7.045,0,6,17,27,7,4,3,1,0
38,0,18,4,2,0,2.5,2.725806451612903,54.086,16.24,3.68,34.166,3.882,0,7,22,21,7,3,2,0,0
34,0,8,6,2,0,3.0,2.909090909090909,54.038,5.613,4.467,43.958,7.233,0,7,20,24,7,4,3,1,0
39,2,2,8,0,1,3.0,3.0163934426229506,54.03,2.047,6.503,45.48,7.355,0,7,16,20,10,4,3,1,0
29,1,14,4,2,0,3.0,2.915492957746479,54.016,10.233,3.127,40.656,6.859,0,8,18,30,7,4,3,1,0
28,3,4,8,3,0,2.5,2.638888888888889,53.961,4.047,8.228,41.686,5.046,0,11,30,15,9,4,3,0,0
40,1,8,10,0,0,3.5,3.1333333333333333,53.956,5.819,7.657,40.48,7.396,0,6,16,16,13,5,3,1,0
35,2,2,0,2,1,3.5,3.2615384615384615,53.927,1.776,2.249,49.902,8.023,0,7,13,19,14,7,4,1,0
39,3,14,4,2,0,3.5,3.0,53.915,12.421,3.456,38.038,7.572,0,6,17,22,8,4,3,1,0
40,3,16,6,1,0,3.5,2.95,53.872,14.421,3.92,35.531,5.936,0,5,18,23,7,4,2,1,0
30,3,6,6,1,1,3.0,2.8714285714285714,53.869,5.036,4.636,44.197,6.818,0,8,22,24,8,4,3,1,0
37,1,8,4,0,1,3.5,3.142857142857143,53.829,5.544,2.817,45.468,8.427,0,7,15,19,12,5,4,1,0
31,2,2,12,0,0,3.0,3.028985507246377,53.82,1.981,9.581,42.258,6.694,0,8,17,23,12,5,3,1,0
41,1,2,4,3,0,3.5,3.169491525423729,53.816,1.449,4.252,48.115,8.863,0,7,13,18,11,5,4,1,0
32,1,2,6,2,1,2.5,2.676470588235294,53.811,1.475,5.922,46.414,5.358,0,11,27,14,8,5,3,0,0
34,0,14,6,2,0,2.5,2.6515151515151514,53.802,11.734,4.85,37.218,5.34,0,8,27,20,5,3,3,0,0
42,2,10,10,0,0,3.5,3.086206896551724,53.769,8.548,7.88,37.341,7.662,0,6,16,16,12,4,3,1,0
29,2,14,4,0,1,3.0,2.9295774647887325,53.752,10.83,2.859,40.063,6.719,0,8,18,29,8,4,3,1,0
34,0,2,8,2,0,3.0,2.984848484848485,53.744,1.206,6.69,45.848,6.735,0,7,17,25,9,4,3,1,0
31,2,10,2,1,1,3.0,2.9420289855072466,53.721,7.659,2.382,43.68,7.032,0,8,17,28,8,4,3,1,0
42,1,16,4,0,1,2.5,2.6551724137931036,53.707,15.407,3.382,34.918,3.888,0,8,21,19,5,3,2,0,0
30,2,2,12,0,0,3.0,3.0285714285714285,53.649,1.951,9.738,41.96,6.274,0,8,17,24,12,5,3,1,0
32,2,6,12,0,0,2.5,2.75,53.64,4.679,10.311,38.65,5.076,0,10,27,12,11,5,3,0,0
41,0,6,10,1,0,3.0,2.9322033898305087,53.595,4.015,8.706,40.874,5.683,0,6,18,19,10,3,2,1,0
35,3,6,2,1,1,3.5,3.1384615384615384,53.55,4.66,2.223,46.667,8.118,0,7,17,18,12,6,4,1,0
31,1,16,4,1,0,3.0,2.9420289855072466,53.517,11.682,2.402,39.433,6.876,0,7,17,31,6,4,3,1,0
37,0,2,8,3,0,2.5,2.7142857142857144,53.416,1.31,8.201,43.905,5.526,0,9,25,14,8,4,3,0,0
37,3,16,0,0,1,3.0,2.9523809523809526,53.373,13.915,0.888,38.57,5.66,0,6,14,30,7,3,2,1,0
34,3,18,6,1,0,2.5,2.6515151515151514,53.353,17.046,3.95,32.357,3.522,0,8,26,20,7,3,2,0,0
41,1,10,4,2,0,3.5,3.0847457627118646,53.33,7.534,3.526,42.27,7.267,0,6,15,20,9,5,3,1,0
33,0,8,8,0,0,3.5,3.1641791044776117,53.306,5.004,4.999,43.303,8.028,0,6,18,19,13,6,4,1,0
38,3,4,12,1,0,2.5,2.661290322580645,53.302,4.082,11.889,37.331,3.912,0,9,27,10,10,4,2,0,0
35,0,4,2,1,1,3.5,3.1846153846153844,53.242,2.152,2.36,48.73,7.977,0,7,15,19,13,6,4,1,0
36,1,10,6,0,1,2.5,2.703125,53.209,7.737,4.253,41.219,5.826,0,9,25,16,7,4,3,0,0
29,3,6,0,3,1,3.0,2.971830985915493,53.194,4.853,3.175,45.166,6.498,0,8,18,27,9,5,3,1,0
38,1,8,4,1,1,2.5,2.6774193548387095,53.183,6.281,3.791,43.111,6.024,0,10,24,14,7,4,3,0,0
32,2,10,4,3,0,2.5,2.661764705882353,53.181,8.529,4.393,40.259,5.37,0,10,26,19,6,4,3,0,0
28,2,16,4,1,0,3.0,2.9444444444444446,53.153,12.068,2.326,38.759,6.371,0,7,18,32,7,4,3,1,0
33,1,4,2,3,0,3.5,3.1343283582089554,53.136,2.46,2.846,47.83,7.731,0,8,15,21,12,6,4,1,0
35,0,18,6,1,0,2.5,2.6769230769230767,53.091,15.217,3.851,34.023,3.846,0,7,26,20,7,3,2,0,0
34,1,6,0,2,1,3.0,3.0303030303030303,53.062,3.758,2.288,47.016,6.409,0,7,16,25,9,5,3,1,0
31,0,8,8,0,0,3.5,3.1449275362318843,53.061,4.922,4.945,43.194,7.466,0,7,18,19,14,6,4,1,0
35,1,6,0,1,1,3.5,3.2,53.012,3.683,1.508,47.821,7.626,0,7,14,20,13,6,4,1,0
40,1,2,0,2,1,3.5,3.2666666666666666,53.004,1.338,2.315,49.351,8.529,0,7,11,18,13,6,4,1,0
41,3,10,4,1,1,2.5,2.593220338983051,52.998,10.439,4.09,38.469,4.224,0,8,26,14,6,3,2,0,0
31,2,8,6,0,1,3.0,2.898550724637681,52.992,6.077,3.933,42.982,6.452,0,8,20,25,8,4,3,1,0
34,0,10,2,2,0,3.5,3.1818181818181817,52.99,6.489,2.017,44.484,8.101,0,6,15,23,11,6,4,1,0
38,0,8,4,0,1,3.0,3.0161290322580645,52.976,5.441,2.926,44.609,7.448,0,6,16,24,8,4,3,1,0
33,0,10,0,1,1,3.0,3.0597014925373136,52.971,6.647,1.504,44.82,6.611,0,6,16,27,9,5,3,1,0
34,2,8,2,1,1,3.0,2.9393939393939394,52.928,6.073,2.393,44.462,6.673,0,8,17,25,8,4,3,1,0
31,3,8,4,1,1,3.0,2.898550724637681,52.927,6.595,3.203,43.129,6.664,0,8,20,25,8,4,3,1,0
41,3,6,8,2,0,3.0,2.847457627118644,52.914,5.624,7.379,39.911,6.051,0,6,20,20,7,3,2,1,0
34,1,18,0,1,0,3.5,3.1515151515151514,52.895,13.436,0.494,38.965,6.597,0,6,13,26,12,5,3,1,0
30,3,14,6,1,0,3.0,2.8857142857142857,52.893,11.514,3.353,38.026,6.414,0,7,21,28,6,4,3,1,0
40,1,2,2,3,1,2.5,2.7,52.875,1.541,4.528,46.806,5.808,0,10,22,14,7,4,3,0,0
28,0,8,0,2,1,3.5,3.2777777777777777,52.849,4.691,2.202,45.956,8.711,0,6,15,24,14,7,5,1,0
29,3,8,8,1,0,3.0,2.887323943661972,52.843,6.751,5.815,40.277,6.421,0,8,22,24,9,4,3,1,0
36,3,2,0,2,1,3.5,3.21875,52.814,2.302,2.197,48.315,7.891,0,7,13,20,13,6,4,1,0
28,0,14,4,1,0,3.5,3.125,52.796,9.568,2.19,41.038,7.188,0,7,17,25,12,6,4,1,0
34,0,6,8,1,0,3.0,2.9393939393939394,52.793,3.707,5.694,43.392,7.051,0,7,20,22,9,4,3,1,0
41,3,6,6,3,0,3.0,2.8135593220338984,52.78,5.709,5.8,41.271,6.011,0,6,20,22,5,3,2,1,0
32,2,8,4,0,1,3.5,3.1176470588235294,52.719,5.648,2.787,44.284,7.434,0,8,17,19,13,6,4,1,0
36,0,6,6,0,1,3.0,2.9375,52.6,3.664,3.967,44.969,7.21,0,7,19,22,8,4,3,1,0
41,3,12,8,2,0,2.5,2.6440677966101696,52.589,12.164,7.841,32.584,4.158,0,7,25,16,6,3,2,0,0
35,3,14,8,0,0,3.0,2.876923076923077,52.553,11.861,5.407,35.285,5.283,0,6,19,27,7,3,2,1,0
32,0,10,2,2,0,3.5,3.161764705882353,52.481,6.361,1.954,44.166,7.415,0,7,15,23,12,6,4,1,0
30,2,4,6,2,0,3.5,3.0714285714285716,52.414,2.946,4.195,45.273,7.521,0,8,19,20,12,6,4,1,0
40,1,6,0,1,1,3.5,3.2333333333333334,52.406,3.743,1.466,47.197,8.419,0,6,14,17,12,6,4,1,0
41,0,10,10,0,0,3.0,2.9661016949152543,52.384,7.385,7.932,37.067,5.85,0,5,17,22,9,3,2,1,0
29,3,18,4,1,0,2.5,2.7183098591549295,52.354,15.62,2.343,34.391,4.614,0,9,26,22,7,4,3,0,0
34,2,6,10,0,0,3.0,2.984848484848485,52.338,4.52,7.184,40.634,6.577,0,7,19,21,11,4,3,1,0
34,1,4,0,3,1,2.5,2.742424242424242,52.327,2.496,3.312,46.519,5.55,0,10,24,16,8,5,3,0,0
31,0,14,0,1,1,2.5,2.7681159420289854,52.301,10.544,1.5,40.257,4.968,0,9,23,22,8,4,3,0,0
33,3,14,8,0,0,3.0,2.8656716417910446,52.286,11.725,5.161,35.4,5.155,0,7,19,27,8,3,2,1,0
32,1,6,10,0,0,3.0,2.9558823529411766,52.232,3.816,7.378,41.038,6.621,0,8,19,22,11,4,3,1,0
40,2,10,4,3,0,3.0,2.8666666666666667,52.222,8.6,4.131,39.491,5.736,0,6,17,26,5,3,2,1,0
42,2,14,6,3,0,2.5,2.586206896551724,52.214,13.858,6.505,31.851,4.02,0,7,24,19,4,2,2,0,0
33,1,12,0,2,0,3.5,3.1940298507462686,52.187,8.172,1.225,42.79,7.686,0,6,14,25,11,6,4,1,0
41,0,4,2,1,1,3.5,3.23728813559322,52.184,2.216,2.348,47.62,8.448,0,6,14,16,12,6,4,1,0
39,2,2,2,2,1,3.0,2.9836065573770494,52.179,2.044,3.261,46.874,7.045,0,8,14,23,8,4,3,1,0
34,1,8,0,2,1,2.5,2.712121212121212,52.166,5.993,2.448,43.725,5.178,0,10,24,17,8,4,3,0,0
35,2,2,4,3,0,3.0,2.9384615384615387,52.124,1.96,4.186,45.978,6.516,0,8,16,26,7,4,3,1,0
35,3,6,6,2,0,3.0,2.8923076923076922,52.11,5.105,4.384,42.621,6.604,0,7,21,22,7,4,3,1,0
31,3,10,10,0,0,2.5,2.739130434782609,52.075,8.575,7.402,36.098,4.92,0,9,27,16,10,4,3,0,0
32,1,10,6,0,1,2.5,2.661764705882353,52.075,7.601,4.094,40.38,5.394,0,10,27,17,7,4,3,0,0
33,3,16,4,1,0,3.0,2.8507462686567164,52.053,13.39,2.41,36.253,5.306,0,7,18,30,6,3,2,1,0
39,0,4,4,3,0,3.0,2.9508196721311477,52.037,2.264,4.144,45.629,7.233,0,7,17,22,7,4,3,1,0
28,0,8,4,2,0,3.5,3.1527777777777777,51.831,5.004,3.193,43.634,6.664,0,7,18,22,13,7,4,1,0
30,3,10,4,0,1,3.0,2.914285714285714,51.694,7.953,2.7,41.041,6.122,0,8,19,27,8,4,3,1,0
31,1,4,8,2,0,2.5,2.652173913043478,51.62,2.596,6.82,42.204,5.298,0,11,28,14,9,4,3,0,0
38,2,8,0,3,0,3.0,3.0161290322580645,51.492,6.103,2.183,43.206,6.611,0,6,15,26,7,4,3,1,0
29,0,12,0,1,1,3.0,3.056338028169014,51.49,8.086,1.344,42.06,6.039,0,6,16,31,9,5,3,1,0
42,2,6,8,1,0,3.5,3.0689655172413794,51.463,4.826,5.796,40.841,7.2,0,6,18,14,11,5,3,1,0
30,1,4,12,0,0,2.5,2.757142857142857,51.408,2.528,9.953,38.927,4.872,0,11,26,13,12,5,3,0,0
28,0,6,4,1,1,3.5,3.2083333333333335,51.407,3.303,3.159,44.945,8.151,0,7,18,20,14,7,5,1,0
38,2,2,4,3,0,3.0,2.935483870967742,51.402,1.977,4.061,45.364,7.074,0,8,16,23,7,4,3,1,0
28,1,2,2,3,1,3.0,3.0416666666666665,51.352,1.286,4.017,46.049,7.341,0,9,15,28,10,5,4,1,0
33,3,10,6,1,0,3.0,2.8805970149253732,51.347,8.18,3.553,39.614,6.71,0,7,21,25,6,4,3,1,0
42,0,2,4,2,1,2.5,2.7241379310344827,51.334,1.202,4.945,45.187,5.994,0,9,22,13,7,4,3,0,0
34,2,4,4,2,0,3.5,3.106060606060606,51.321,2.891,3.092,45.338,7.488,0,8,17,18,12,6,4,1,0
38,0,16,4,1,0,3.0,2.9193548387096775,51.317,12.263,2.341,36.713,5.42,0,5,16,30,5,3,2,1,0
33,2,2,4,1,1,3.0,2.985074626865672,51.282,1.818,3.294,46.17,6.335,0,8,17,24,9,5,3,1,0
38,1,10,4,2,0,3.0,2.8870967741935485,51.263,7.481,3.287,40.495,5.584,0,7,17,25,6,4,2,1,0
37,2,12,8,1,0,2.5,2.619047619047619,51.257,10.56,6.356,34.341,3.768,0,8,27,16,7,3,2,0,0
28,0,6,4,2,1,2.5,2.7222222222222223,51.24,3.729,4.22,43.291,6.33,0,11,28,16,8,5,4,0,0
34,2,16,0,1,0,3.5,3.106060606060606,51.165,11.81,0.472,38.883,6.203,0,6,14,27,10,5,3,1,0
34,0,6,0,3,0,3.0,3.0454545454545454,51.122,3.439,1.995,45.688,6.511,0,6,16,27,8,5,3,1,0
32,1,2,8,2,0,2.5,2.661764705882353,51.04,1.41,6.868,42.762,5.226,0,11,27,14,9,4,3,0,0
29,3,14,0,3,0,2.5,2.704225352112676,51.011,11.506,2.187,37.318,4.872,0,9,26,23,6,4,3,0,0
36,2,8,0,1,1,3.0,2.984375,50.985,6.087,1.428,43.47,6.566,0,7,16,25,8,4,3,1,0
31,3,4,6,2,0,3.0,2.869565217391304,50.942,3.497,4.304,43.141,6.223,0,8,21,25,7,4,3,1,0
32,0,14,4,0,0,3.5,3.176470588235294,50.78,9.208,1.647,39.925,7.198,0,6,15,25,11,6,4,1,0
36,2,8,0,2,0,3.5,3.1875,50.763,5.549,1.254,43.96,7.656,0,6,15,21,11,6,4,1,0
41,0,6,12,0,0,2.5,2.7288135593220337,50.66,4.158,11.278,35.224,3.732,0,8,24,11,10,4,2,0,0
40,3,8,8,1,0,3.0,2.85,50.584,7.086,5.934,37.564,5.624,0,6,20,21,7,3,2,1,0
30,3,6,10,0,0,3.0,2.9285714285714284,50.57,4.858,7.08,38.632,6.05,0,8,21,22,11,4,3,1,0
32,0,4,2,3,0,3.0,2.985294117647059,50.517,2.122,2.803,45.592,5.989,0,8,16,27,8,5,3,1,0
41,2,10,2,2,0,3.5,3.1016949152542375,50.506,7.721,2.185,40.6,6.807,0,6,14,21,9,5,3,1,0
29,0,2,12,0,0,2.5,2.816901408450704,50.425,1.114,9.684,39.627,4.326,0,10,26,14,12,6,3,0,0
42,0,4,4,3,0,3.0,2.9827586206896552,50.413,2.322,4.163,43.928,7.433,0,6,16,22,6,4,3,1,0
28,3,4,6,1,1,3.0,2.9166666666666665,50.386,3.415,4.325,42.646,5.421,0,8,22,24,9,5,3,1,0
37,1,4,6,2,0,3.0,2.888888888888889,50.38,2.464,4.457,43.459,6.873,0,8,19,21,7,4,3,1,0
32,0,18,6,0,0,2.5,2.7058823529411766,50.339,14.025,3.044,33.27,4.902,0,8,26,21,7,3,3,0,0
34,3,8,8,1,0,2.5,2.6818181818181817,50.313,7.046,5.835,37.432,5.166,0,9,28,14,8,4,3,0,0
28,1,10,2,3,0,2.5,2.6944444444444446,50.284,7.249,2.943,40.092,4.482,0,11,26,20,7,5,3,0,0
31,3,14,6,1,0,2.5,2.652173913043478,50.272,11.676,3.436,35.16,4.914,0,9,28,20,5,4,3,0,0
33,0,6,0,1,1,3.0,3.029850746268657,50.221,3.283,1.47,45.468,5.88,0,7,16,26,9,5,3,1,0
40,2,16,6,0,0,3.5,3.0166666666666666,50.211,12.783,2.942,34.486,7.202,0,6,16,22,8,4,3,1,0
33,3,2,4,2,1,2.5,2.6417910447761193,50.155,2.575,4.299,43.281,5.064,0,11,27,14,8,4,3,0,0
33,1,6,0,3,0,3.0,3.014925373134328,50.086,3.523,2.066,44.497,5.966,0,7,16,27,8,5,3,1,0
29,3,8,10,0,0,2.5,2.6901408450704225,50.078,6.854,7.166,36.058,4.386,0,10,29,15,10,4,3,0,0
37,0,2,2,3,0,3.0,3.0476190476190474,50.052,0.988,2.924,46.14,6.331,0,7,14,25,8,5,3,1,0
37,2,12,0,3,0,2.5,2.761904761904762,50.004,9.915,2.207,37.882,5.226,0,8,22,20,6,4,3,0,0
33,0,6,4,3,0,2.5,2.656716417910448,49.888,3.677,4.037,42.174,5.244,0,10,27,16,7,4,3,0,0
29,2,2,4,3,0,3.0,2.943661971830986,49.886,1.834,3.983,44.069,5.908,0,9,17,28,8,5,3,1,0
36,2,2,4,2,0,3.5,3.140625,49.875,1.892,2.984,44.999,7.554,0,8,15,18,12,6,4,1,0
40,0,6,4,1,1,2.5,2.683333333333333,49.851,3.986,3.698,42.167,5.724,0,9,25,12,7,4,3,0,0
36,1,18,0,2,0,2.5,2.703125,49.809,15.043,1.345,33.421,3.558,0,8,22,22,7,3,2,0,0
33,2,4,6,1,0,3.5,3.074626865671642,49.806,2.85,3.358,43.598,6.979,0,8,19,17,12,6,4,1,0
37,1,16,8,0,0,2.5,2.6825396825396823,49.743,12.838,5.257,31.648,3.612,0,8,23,20,7,3,2,0,0
34,3,8,0,0,1,3.5,3.1818181818181817,49.72,5.857,0.856,43.007,7.243,0,7,15,20,13,6,4,1,0
36,1,14,2,2,0,2.5,2.71875,49.681,10.905,2.262,36.514,5.25,0,9,22,21,5,4,3,0,0
28,2,8,2,2,0,3.5,3.138888888888889,49.661,5.569,1.976,42.116,6.364,0,8,17,22,13,7,4,1,0
32,3,12,0,3,0,2.5,2.7058823529411766,49.66,9.888,2.038,37.734,4.836,0,9,25,21,6,4,3,0,0
31,0,10,2,3,0,2.5,2.6956521739130435,49.626,7.081,2.96,39.585,4.65,0,10,25,20,7,4,3,0,0
36,3,14,4,2,0,2.5,2.59375,49.589,12.734,3.455,33.4,3.624,0,9,25,20,5,3,2,0,0
38,3,4,8,1,0,3.0,2.9193548387096775,49.583,3.606,5.55,40.427,6.773,0,7,20,19,8,4,3,1,0
39,2,12,10,0,0,2.5,2.6721311475409837,49.537,10.257,8.045,31.235,3.678,0,8,24,16,8,3,2,0,0
30,1,2,0,2,1,3.5,3.3285714285714287,49.529,1.173,2.016,46.34,8.702,0,8,13,20,15,7,5,2,0
40,2,8,4,0,1,3.0,2.9,49.402,6.278,2.859,40.265,5.619,0,7,17,22,7,4,2,1,0
40,3,8,2,2,0,3.5,3.05,49.395,6.533,2.093,40.769,6.864,0,7,16,18,10,5,3,1,0
36,2,12,4,1,0,3.0,2.875,49.373,9.103,2.427,37.843,4.989,0,7,18,26,6,4,2,1,0
32,0,10,4,2,0,2.5,2.661764705882353,49.335,6.969,3.202,39.164,4.866,0,9,28,18,6,4,3,0,0
33,3,10,0,1,1,2.5,2.6865671641791047,49.322,8.671,1.496,39.155,4.848,0,9,27,17,7,4,3,0,0
39,3,2,0,1,1,3.5,3.2295081967213113,49.287,2.337,1.374,45.576,7.801,0,7,13,17,13,6,4,1,0
39,3,2,10,0,0,3.0,3.0,49.265,2.446,7.297,39.522,6.512,0,7,17,19,10,4,3,1,0
41,3,8,6,3,0,2.5,2.559322033898305,49.26,7.895,6.111,35.254,3.72,0,8,27,14,5,3,2,0,0
28,1,8,6,0,1,2.5,2.6666666666666665,49.18,5.512,3.996,39.672,4.53,0,11,29,16,8,5,3,0,0
32,0,18,2,0,0,3.0,3.0588235294117645,49.152,12.318,0.715,36.119,5.938,0,6,14,31,9,4,3,1,0
28,3,8,10,0,0,2.5,2.6805555555555554,49.098,6.608,7.103,35.387,4.62,0,10,30,15,10,4,3,0,0
40,2,8,2,1,1,2.5,2.716666666666667,49.035,6.496,2.391,40.148,5.358,0,9,23,14,7,4,3,0,0
42,3,10,10,0,0,3.0,2.8448275862068964,49.034,8.948,7.728,32.358,3.51,0,6,18,20,9,3,2,0,0
41,2,2,0,2,1,3.0,3.0338983050847457,49.025,1.851,2.153,45.021,6.806,0,7,13,23,8,4,3,1,0
29,3,4,0,2,1,3.0,3.0140845070422535,48.981,3.26,2.268,43.453,6.686,0,8,18,26,9,5,4,1,0
42,0,14,4,1,0,3.5,3.0689655172413794,48.927,10.366,2.412,36.149,6.505,0,5,15,22,8,4,3,1,0
32,2,8,2,0,1,3.0,2.985294117647059,48.907,5.566,1.64,41.701,5.607,0,8,17,25,9,5,3,1,0
38,2,12,6,0,0,3.5,3.0483870967741935,48.907,8.773,2.755,37.379,6.576,0,6,17,21,9,5,3,1,0
40,1,10,4,1,0,3.5,3.0833333333333335,48.859,6.838,2.392,39.629,6.865,0,6,15,21,9,5,3,1,0
33,2,2,8,0,0,3.5,3.1492537313432836,48.839,1.747,4.87,42.222,6.882,0,8,16,18,14,6,4,1,0
34,1,14,0,2,0,2.5,2.742424242424242,48.772,10.822,1.368,36.582,4.65,0,9,22,22,6,4,3,0,0
29,2,2,4,2,0,3.5,3.1971830985915495,48.771,1.83,2.96,43.981,7.416,0,8,16,21,13,7,5,1,0
34,1,8,0,0,1,3.5,3.212121212121212,48.72,4.878,0.864,42.978,6.791,0,7,13,22,13,6,4,1,0
42,3,12,4,0,1,2.5,2.6379310344827585,48.703,11.57,3.082,34.051,3.726,0,8,23,16,6,3,2,0,0
32,1,14,4,1,0,2.5,2.676470588235294,48.695,10.423,2.392,35.88,4.986,0,10,25,20,6,4,3,0,0
30,3,8,2,1,1,2.5,2.642857142857143,48.639,6.586,2.174,39.879,4.608,0,11,28,16,8,4,3,0,0
35,0,16,2,0,0,3.5,3.123076923076923,48.616,10.494,0.747,37.375,6.115,0,6,13,27,10,5,3,1,0
33,2,14,8,0,0,2.5,2.611940298507463,48.61,11.113,5.118,32.379,3.414,0,9,27,19,7,3,2,0,0
33,0,2,4,1,1,2.5,2.746268656716418,48.543,1.042,3.407,44.094,6.432,0,11,25,14,8,5,4,0,0
39,1,10,6,1,0,3.0,2.8360655737704916,48.493,7.209,3.544,37.74,5.301,0,7,18,24,6,3,2,1,0
28,2,6,8,0,0,3.5,3.0972222222222223,48.486,4.218,4.569,39.699,6.295,0,8,19,20,14,6,4,1,0
31,2,14,2,0,0,3.5,3.1449275362318843,48.43,9.481,0.732,38.217,6.499,0,7,15,25,11,6,4,1,0
42,1,10,0,3,0,3.0,2.9655172413793105,48.372,7.307,1.992,39.073,5.303,0,6,14,25,6,4,2,1,0
40,1,10,8,0,0,3.0,2.9,48.364,7.206,5.335,35.823,5.333,0,6,17,24,7,3,2,1,0
34,1,12,2,2,0,2.5,2.696969696969697,48.305,9.13,2.132,37.043,4.608,0,10,23,20,6,4,3,0,0
29,2,6,0,2,1,2.5,2.732394366197183,48.302,4.101,2.28,41.921,5.826,0,11,27,16,8,5,4,0,0
37,1,2,2,0,1,3.5,3.2063492063492065,48.269,1.177,1.7,45.392,7.121,0,8,12,19,13,6,4,1,0
35,2,16,4,0,0,3.0,2.876923076923077,48.227,11.821,1.69,34.716,4.883,0,7,16,30,6,3,2,1,0
39,3,12,8,0,0,3.0,2.819672131147541,48.193,10.118,5.006,33.069,3.306,0,6,18,25,7,3,2,0,0
37,2,4,4,0,1,3.0,2.9365079365079363,48.142,2.97,2.775,42.397,6.276,0,8,17,22,8,4,3,1,0
41,1,10,0,2,0,3.5,3.135593220338983,48.142,6.856,1.161,40.125,6.485,0,6,13,21,10,5,3,1,0
39,2,4,4,0,1,3.0,2.9344262295081966,48.056,2.862,2.765,42.429,6.68,0,8,17,20,8,4,3,1,0
40,1,6,0,0,1,3.5,3.25,47.928,3.506,0.796,43.626,7.564,0,6,13,18,12,6,4,1,0
39,1,6,6,0,1,2.5,2.6557377049180326,47.896,4.309,4.043,39.544,5.31,0,10,25,12,7,4,3,0,0
35,3,8,0,2,0,3.0,2.953846153846154,47.83,5.974,1.279,40.577,6.27,0,7,17,26,7,4,3,1,0
34,1,14,0,2,0,2.5,2.742424242424242,47.792,10.388,1.251,36.153,4.728,0,9,22,22,6,4,3,0,0
30,1,4,0,2,1,2.5,2.7714285714285714,47.762,2.331,2.302,43.129,5.796,0,11,25,16,9,5,4,0,0
34,1,4,6,1,0,3.0,2.893939393939394,47.712,2.371,3.34,42.001,5.887,0,8,19,24,7,4,3,1,0
33,1,16,2,1,0,2.5,2.716417910447761,47.709,11.614,1.282,34.813,4.842,0,10,22,22,6,4,3,0,0
30,0,14,4,0,0,3.0,2.9571428571428573,47.618,9.017,1.686,36.915,5.524,0,7,17,31,7,4,3,1,0
42,3,4,4,2,0,3.5,3.0344827586206895,47.591,3.722,3.18,40.689,6.573,0,7,17,15,10,5,3,1,0
31,0,8,0,1,0,3.5,3.2753623188405796,47.589,4.611,0.452,42.526,7.015,0,6,15,22,13,7,5,1,0
41,0,4,0,2,1,2.5,2.7288135593220337,47.563,2.32,2.399,42.844,5.484,0,8,24,13,7,4,3,0,0
28,0,10,2,2,0,2.5,2.75,47.502,6.396,2.098,39.008,5.652,0,11,25,20,7,5,4,0,0
40,3,14,0,1,0,3.5,3.1333333333333333,47.393,10.736,0.46,36.197,5.911,0,5,14,23,9,5,3,1,0
31,2,4,6,1,0,3.0,2.9130434782608696,47.343,2.757,3.321,41.265,5.331,0,8,21,23,8,5,3,1,0
29,2,6,6,0,1,2.5,2.647887323943662,47.269,4.261,3.713,39.295,4.284,0,11,30,14,8,5,3,0,0
40,1,2,2,2,0,3.5,3.2,47.192,1.248,1.882,44.062,7.564,0,8,12,17,12,6,4,1,0
42,2,4,10,1,0,2.5,2.6206896551724137,47.188,3.443,8.843,34.902,3.81,0,9,25,10,9,3,2,0,0
33,0,8,0,1,0,3.5,3.2388059701492535,47.037,4.303,0.446,42.288,6.393,0,6,15,21,13,7,4,1,0
31,0,8,2,0,1,2.5,2.7681159420289854,47.028,5.06,1.616,40.352,5.562,0,11,24,17,8,5,4,0,0
41,3,4,10,1,0,2.5,2.610169491525424,47.006,3.949,8.685,34.372,3.876,0,9,26,10,9,3,2,0,0
37,0,6,6,0,0,3.5,3.142857142857143,46.982,3.084,2.696,41.202,7.093,0,6,18,17,11,6,4,1,0
30,3,4,6,1,0,3.0,2.9,46.929,3.449,3.283,40.197,4.91,0,8,22,23,8,5,3,1,0
28,2,6,6,2,0,2.5,2.625,46.817,4.254,4.116,38.447,4.368,0,11,31,15,7,5,3,0,0
28,2,12,0,0,1,3.0,3.0277777777777777,46.811,8.232,0.832,37.747,4.872,0,7,16,31,9,5,3,1,0
40,3,2,2,0,1,3.5,3.216666666666667,46.754,2.231,1.641,42.882,7.404,0,7,13,17,12,6,4,1,0
