lands,ramp,rock_ramp,land_ramp,ramp_1,ramp_2,ramp_3,draw,immediate_draw,turn_draw,cast_draw,draw_1,draw_2,draw_3,value,value_cmc,curve,cmc_1,cmc_2,cmc_3,cmc_4,cmc_5,cmc_6,cmc_7+,total_mana_spent,ramp_mana_spent,draw_mana_spent,nonramp_nondraw_mana_spent,high_cmc_mana_spent,avg_commander_cast_turn,commander_cast_rate
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,99.496,10.224,26.294,62.978,15.286,3.628,1.0
28,10,9,1,8,1,1,24,20,2,2,12,3,3,34,3.235294117647059,2.7681159420289854,19,16,15,11,4,2,3,100.078,9.934,27.168,62.976,15.086,3.68,1.0
31,9,8,1,6,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.8333333333333335,17,15,15,11,4,2,3,97.968,8.75,26.242,62.976,15.11,3.684,1.0
30,11,10,1,8,2,1,21,17,2,2,10,3,2,34,3.235294117647059,2.7761194029850746,18,18,14,11,3,2,3,96.654,9.99,23.688,62.976,14.536,3.636,1.0
30,10,9,1,7,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.791044776119403,18,16,14,11,4,2,3,98.336,9.98,25.382,62.974,14.528,3.67935871743487,0.998
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,101.156,10.968,27.216,62.972,15.088,3.682,1.0
30,11,10,1,8,2,1,21,17,2,2,10,2,3,34,3.235294117647059,2.8208955223880596,18,17,14,11,4,2,3,98.99,10.724,25.296,62.97,14.914,3.676,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.54,11.074,26.498,62.968,15.18,3.718,1.0
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.278,10.406,26.906,62.966,15.048,3.842,1.0
28,10,9,1,7,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.753623188405797,19,17,14,11,4,2,3,98.884,8.774,27.144,62.966,15.152,3.6953907815631264,0.998
29,10,9,1,8,1,1,23,19,2,2,12,3,2,34,3.235294117647059,2.75,18,18,14,10,4,2,3,97.204,9.544,24.694,62.966,15.206,3.656,1.0
29,11,10,1,8,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.764705882352941,19,16,14,11,4,2,3,97.832,10.756,24.112,62.964,14.772,3.634,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.178,11.376,25.838,62.964,14.72,3.658,1.0
28,12,11,1,9,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.7971014492753623,17,18,15,11,4,2,3,100.13,10.844,26.322,62.964,15.172,3.678,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,101.24,11.186,27.092,62.962,15.038,3.6673346693386772,0.998
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.012,10.228,26.822,62.962,15.058,3.688,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.876,11.006,26.908,62.962,14.988,3.664,1.0
32,9,8,1,6,2,1,21,17,2,2,10,3,2,34,3.235294117647059,2.8153846153846156,18,15,15,11,3,2,3,95.668,9.384,23.324,62.96,14.594,3.572,1.0
34,7,6,1,5,1,1,21,17,2,2,9,3,3,34,3.235294117647059,2.857142857142857,17,13,14,11,4,2,3,95.028,6.75,25.318,62.96,14.812,3.622,1.0
28,12,11,1,9,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.8115942028985508,18,18,15,11,4,2,3,100.2,11.046,26.194,62.96,15.174,3.64,1.0
28,11,10,1,8,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.782608695652174,18,17,15,11,4,2,3,99.584,10.214,26.412,62.958,15.134,3.654,1.0
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.636,10.516,27.164,62.956,15.094,3.688,1.0
27,12,11,1,9,2,1,23,19,2,2,12,3,2,34,3.235294117647059,2.7285714285714286,19,18,15,10,4,2,3,99.65,11.498,25.196,62.956,15.08,3.7394789579158316,0.998
31,10,9,1,7,2,1,21,17,2,2,9,3,3,34,3.235294117647059,2.8333333333333335,16,17,14,11,4,2,3,98.078,8.98,26.144,62.954,15.084,3.682,1.0
31,9,8,1,6,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.8181818181818183,17,16,14,11,4,2,3,97.316,8.226,26.136,62.954,15.09,3.642,1.0
30,9,8,1,7,1,1,23,19,2,2,12,3,2,34,3.235294117647059,2.7611940298507465,18,16,15,11,3,2,3,96.924,9.4,24.57,62.954,14.712,3.78,1.0
35,9,8,1,6,2,1,18,14,2,2,8,2,2,34,3.235294117647059,2.8548387096774195,17,15,13,10,4,2,3,93.024,8.748,21.322,62.954,14.61,3.452,1.0
29,11,10,1,8,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.7941176470588234,18,16,15,11,4,2,3,99.416,10.67,25.794,62.952,14.772,3.628,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.216,10.928,26.336,62.952,15.164,3.79,1.0
30,12,11,1,9,2,1,20,16,2,2,10,2,2,34,3.235294117647059,2.7611940298507465,18,17,14,10,4,2,3,96.444,11.58,21.914,62.95,14.28,3.508,1.0
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.702,10.366,27.388,62.948,14.922,3.7675350701402808,0.998
32,9,8,1,7,1,1,21,17,2,2,10,2,3,34,3.235294117647059,2.8153846153846156,17,16,13,11,4,2,3,96.102,8.412,24.742,62.948,14.93,3.617234468937876,0.998
30,10,9,1,7,2,1,22,18,2,2,11,3,2,34,3.235294117647059,2.7611940298507465,18,17,14,10,4,2,3,95.916,8.802,24.168,62.946,14.916,3.556,1.0
30,11,10,1,8,2,1,21,17,2,2,10,2,3,34,3.235294117647059,2.8059701492537314,17,17,14,11,4,2,3,98.858,10.794,25.118,62.946,14.586,3.584,1.0
34,10,9,1,7,2,1,18,14,2,2,7,2,3,34,3.235294117647059,2.888888888888889,15,15,14,11,4,2,3,95.752,9.67,23.14,62.942,15.042,3.528,1.0
30,10,9,1,7,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.8059701492537314,17,17,14,11,4,2,3,97.732,8.744,26.046,62.942,15.28,3.754,1.0
29,12,11,1,9,2,1,21,17,2,2,9,3,3,34,3.235294117647059,2.823529411764706,16,18,15,11,4,2,3,100.214,11.27,26.004,62.94,14.958,3.58,1.0
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,99.956,10.39,26.626,62.94,14.966,3.8577154308617234,0.998
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,99.828,10.874,26.016,62.938,14.994,3.576,1.0
30,11,10,1,8,2,1,21,17,2,2,11,2,2,34,3.235294117647059,2.7313432835820897,19,16,14,11,3,2,3,95.416,10.988,21.49,62.938,14.338,3.5831663326653307,0.998
28,12,11,1,9,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.753623188405797,19,17,14,11,4,2,3,98.85,11.688,24.224,62.938,14.3,3.565130260521042,0.998
30,12,11,1,9,2,1,20,16,2,2,10,3,1,34,3.235294117647059,2.746268656716418,17,18,15,10,3,2,3,95.846,11.754,21.156,62.936,14.346,3.524,1.0
28,11,10,1,8,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.782608695652174,18,17,15,11,4,2,3,99.494,10.126,26.432,62.936,15.012,3.7635270541082164,0.998
28,12,11,1,9,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.7971014492753623,17,18,15,11,4,2,3,99.982,11.23,25.816,62.936,15.178,3.661322645290581,0.998
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.028,10.296,26.8,62.932,14.72,3.614,1.0
32,10,9,1,7,2,1,20,16,2,2,9,3,2,34,3.235294117647059,2.8153846153846156,18,16,14,10,4,2,3,95.76,9.494,23.334,62.932,14.42,3.494,1.0
29,9,8,1,6,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.7794117647058822,19,15,15,11,4,2,3,97.93,8.634,26.364,62.932,15.242,3.68,1.0
31,8,7,1,5,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.803030303030303,18,15,14,11,4,2,3,97.696,7.464,27.304,62.928,14.874,3.688,1.0
28,11,10,1,8,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.782608695652174,18,17,15,11,4,2,3,99.5,10.258,26.314,62.928,14.888,3.63,1.0
28,11,10,1,8,2,1,23,19,2,2,12,2,3,34,3.235294117647059,2.739130434782609,19,18,13,11,4,2,3,98.118,9.94,25.25,62.928,14.61,3.588,1.0
29,11,10,1,8,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.7794117647058822,18,17,14,11,4,2,3,98.316,9.778,25.612,62.926,14.85,3.682,1.0
28,12,11,1,9,2,1,22,19,1,2,12,3,2,34,3.235294117647059,2.7246376811594204,19,18,14,10,4,2,3,97.904,11.572,23.408,62.924,14.956,3.642,1.0
28,12,11,1,9,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.7971014492753623,17,18,15,11,4,2,3,99.862,10.814,26.124,62.924,14.872,3.676,1.0
29,9,8,1,6,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.7794117647058822,19,15,15,11,4,2,3,98.438,8.762,26.752,62.924,15.056,3.715430861723447,0.998
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.26,10.364,26.972,62.924,15.328,3.73,1.0
30,11,10,1,8,2,1,21,17,2,2,10,2,3,34,3.235294117647059,2.8358208955223883,16,17,15,11,4,2,3,99.136,10.226,25.988,62.922,15.04,3.616,1.0
33,9,8,1,6,2,1,20,16,2,2,10,2,2,34,3.235294117647059,2.796875,17,16,13,10,4,2,3,93.432,8.738,21.772,62.922,14.334,3.614,1.0
30,10,9,1,7,2,1,22,19,1,2,12,3,2,34,3.235294117647059,2.7313432835820897,19,16,14,11,3,2,3,95.548,9.926,22.702,62.92,14.532,3.632,1.0
31,10,9,1,7,2,1,21,17,2,2,10,2,3,34,3.235294117647059,2.803030303030303,18,15,14,11,4,2,3,97.046,9.714,24.412,62.92,14.572,3.608,1.0
29,11,10,1,8,2,1,22,18,2,2,11,3,2,34,3.235294117647059,2.75,18,17,15,11,3,2,3,96.572,10.408,23.246,62.918,14.854,3.596,1.0
34,10,9,1,7,2,1,18,14,2,2,10,2,0,34,3.235294117647059,2.746031746031746,17,16,14,9,3,2,3,91.14,10.804,17.42,62.916,14.116,3.526,1.0
32,9,8,1,6,2,1,21,17,2,2,11,3,1,34,3.235294117647059,2.753846153846154,18,15,15,10,3,2,3,93.39,8.96,21.516,62.914,15.056,3.668,1.0
33,10,9,1,7,2,1,19,15,2,2,7,3,3,34,3.235294117647059,2.90625,14,16,15,11,4,2,3,98.194,9.488,25.794,62.912,14.438,3.576,1.0
30,10,9,1,7,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.8208955223880596,17,16,15,11,4,2,3,98.12,9.424,25.784,62.912,14.904,3.702,1.0
29,10,9,1,7,2,1,23,19,2,2,12,2,3,34,3.235294117647059,2.764705882352941,19,16,14,11,4,2,3,98.482,9.89,25.68,62.912,14.9,3.738,1.0
28,12,11,1,9,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.7681159420289854,18,18,14,11,4,2,3,99.498,11.388,25.198,62.912,14.802,3.624,1.0
29,10,9,1,7,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7941176470588234,18,16,15,11,4,2,3,98.948,9.598,26.438,62.912,14.928,3.686,1.0
28,11,10,1,8,2,1,23,19,2,2,12,2,3,34,3.235294117647059,2.753623188405797,19,17,14,11,4,2,3,98.684,10.454,25.32,62.91,14.74,3.661322645290581,0.998
28,12,11,1,9,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.7681159420289854,18,18,14,11,4,2,3,98.91,11.126,24.874,62.91,15.152,3.591182364729459,0.998
29,10,9,1,7,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7794117647058822,18,17,14,11,4,2,3,98.038,8.774,26.356,62.908,15.138,3.726,1.0
28,11,10,1,8,2,1,23,19,2,2,12,3,2,34,3.235294117647059,2.7246376811594204,19,17,15,11,3,2,3,97.584,10.356,24.322,62.906,14.682,3.623246492985972,0.998
28,10,9,1,7,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.7681159420289854,19,16,15,11,4,2,3,99.778,9.816,27.056,62.906,15.18,3.868,1.0
30,12,11,1,9,2,1,20,16,2,2,10,2,2,34,3.235294117647059,2.7761194029850746,19,17,14,10,4,2,3,96.91,11.5,22.504,62.906,14.456,3.518,1.0
28,12,11,1,9,2,1,22,18,2,2,12,2,2,34,3.235294117647059,2.7246376811594204,19,18,14,10,4,2,3,97.718,11.866,22.948,62.904,14.438,3.6052104208416833,0.998
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.942,11.6,26.438,62.904,14.882,3.742,1.0
32,12,11,1,9,2,1,18,14,2,2,9,1,2,34,3.235294117647059,2.769230769230769,17,17,13,11,3,2,3,94.494,12.24,19.35,62.904,14.176,3.542,1.0
30,10,9,1,7,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.7761194029850746,19,15,14,11,4,2,3,96.946,9.962,24.084,62.9,14.89,3.6813627254509016,0.998
29,10,9,1,8,1,1,23,19,2,2,12,3,2,34,3.235294117647059,2.75,18,17,15,11,3,2,3,97.234,10.03,24.304,62.9,14.594,3.8316633266533064,0.998
32,12,11,1,9,2,1,18,14,2,2,10,1,1,34,3.235294117647059,2.7384615384615385,18,17,13,9,4,2,3,93.782,12.64,18.242,62.9,14.246,3.46,1.0
28,11,10,1,8,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.782608695652174,18,17,15,11,4,2,3,100.16,10.75,26.514,62.896,14.788,3.686,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.074,11.332,25.846,62.896,14.758,3.61,1.0
35,6,5,1,3,2,1,21,17,2,2,11,2,2,34,3.235294117647059,2.806451612903226,18,13,13,10,4,2,3,91.456,5.7,22.862,62.894,14.678,3.654,1.0
27,12,11,1,9,2,1,23,19,2,2,12,3,2,34,3.235294117647059,2.7285714285714286,19,18,15,10,4,2,3,98.816,11.08,24.844,62.892,14.816,3.749498997995992,0.998
28,12,11,1,9,2,1,22,18,2,2,12,3,1,34,3.235294117647059,2.710144927536232,19,18,15,9,4,2,3,96.93,11.642,22.396,62.892,14.316,3.638,1.0
29,10,9,1,7,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.8088235294117645,19,16,15,11,4,2,3,99.736,9.694,27.15,62.892,15.012,3.6673346693386772,0.998
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.344,10.092,27.36,62.892,14.988,3.782,1.0
34,9,8,1,6,2,1,19,15,2,2,9,2,2,34,3.235294117647059,2.8253968253968256,16,16,13,10,4,2,3,93.214,8.474,21.848,62.892,14.418,3.516,1.0
30,11,10,1,8,2,1,21,17,2,2,9,3,3,34,3.235294117647059,2.8358208955223883,16,17,15,11,4,2,3,100.514,10.584,27.038,62.892,14.586,3.5450901803607215,0.998
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.698,10.318,27.488,62.892,15.272,3.764,1.0
30,10,9,1,7,2,1,22,18,2,2,12,3,2,34,3.235294117647059,2.716417910447761,19,16,15,10,3,2,3,94.862,9.964,22.008,62.89,14.61,3.622,1.0
29,11,10,1,8,2,1,22,18,2,2,11,3,2,34,3.235294117647059,2.75,18,17,15,11,3,2,3,97.262,10.786,23.586,62.89,14.262,3.648,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,101.492,11.442,27.162,62.888,15.338,3.718,1.0
29,11,10,1,8,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.8088235294117645,17,17,15,11,4,2,3,98.668,10.174,25.606,62.888,15.314,3.508,1.0
34,8,7,1,5,2,1,20,16,2,2,9,3,2,34,3.235294117647059,2.8412698412698414,16,15,14,10,4,2,3,94.29,7.536,23.868,62.886,14.538,3.612,1.0
28,12,11,1,9,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.7681159420289854,18,18,14,11,4,2,3,99.426,11.432,25.108,62.886,14.44,3.648,1.0
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,99.884,10.302,26.698,62.884,15.132,3.67935871743487,0.998
27,12,11,1,9,2,1,23,19,2,2,12,3,2,34,3.235294117647059,2.7285714285714286,19,18,15,10,4,2,3,98.872,11.736,24.252,62.884,14.248,3.635270541082164,0.998
28,11,10,1,8,2,1,23,19,2,2,12,2,3,34,3.235294117647059,2.753623188405797,19,17,14,11,4,2,3,98.884,10.53,25.472,62.882,15.092,3.648,1.0
29,11,10,1,8,2,1,22,19,1,2,12,3,2,34,3.235294117647059,2.735294117647059,19,17,14,10,4,2,3,97.104,10.816,23.406,62.882,14.912,3.64,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.006,11.05,26.076,62.88,15.084,3.704,1.0
27,12,11,1,9,2,1,23,19,2,2,12,2,3,34,3.235294117647059,2.742857142857143,19,18,14,11,4,2,3,99.348,11.32,25.148,62.88,15.234,3.6132264529058116,0.998
28,10,9,1,7,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.7681159420289854,19,16,15,11,4,2,3,98.766,9.342,26.544,62.88,15.148,3.788,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.924,11.338,26.706,62.88,15.108,3.668,1.0
27,12,11,1,9,2,1,23,19,2,2,12,2,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,99.938,10.912,26.148,62.878,15.094,3.7454909819639277,0.998
28,11,10,1,8,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.782608695652174,18,17,15,11,4,2,3,100.0,10.114,27.008,62.878,15.232,3.742,1.0
29,10,9,1,7,2,1,23,19,2,2,12,3,3,34,3.235294117647059,2.75,19,16,15,10,4,2,3,97.216,9.792,24.546,62.878,14.804,3.68937875751503,0.998
33,9,8,1,6,2,1,20,16,2,2,10,2,2,34,3.235294117647059,2.8125,17,15,14,10,4,2,3,94.498,9.09,22.532,62.876,14.246,3.592,1.0
30,12,11,1,9,2,1,20,17,1,2,10,3,2,34,3.235294117647059,2.7611940298507465,18,17,14,10,4,2,3,96.796,12.112,21.808,62.876,14.734,3.478,1.0
30,11,10,1,8,2,1,21,17,2,2,10,3,2,34,3.235294117647059,2.791044776119403,17,17,15,10,4,2,3,97.558,10.568,24.116,62.874,14.528,3.67,1.0
29,11,10,1,8,2,1,22,18,2,2,11,3,2,34,3.235294117647059,2.764705882352941,18,17,15,10,4,2,3,97.71,10.584,24.252,62.874,14.828,3.636,1.0
30,11,10,1,8,2,1,21,17,2,2,11,2,2,34,3.235294117647059,2.7611940298507465,18,17,14,10,4,2,3,96.47,10.706,22.89,62.874,14.394,3.5811623246492985,0.998
29,9,8,1,6,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.764705882352941,19,16,14,11,4,2,3,97.694,8.126,26.694,62.874,15.116,3.74,1.0
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.742857142857143,19,18,14,11,4,2,3,99.706,10.172,26.662,62.872,14.96,3.632,1.0
32,10,9,1,7,2,1,20,16,2,2,11,2,1,34,3.235294117647059,2.7384615384615385,18,16,14,10,3,2,3,92.192,9.892,19.43,62.87,14.626,3.5771543086172346,0.998
29,10,9,1,7,2,1,23,19,2,2,12,3,2,34,3.235294117647059,2.7205882352941178,19,17,14,11,3,2,3,96.082,9.258,23.954,62.87,14.584,3.5983935742971886,0.996
28,11,10,1,8,2,1,23,19,2,2,12,3,2,34,3.235294117647059,2.7246376811594204,19,17,15,11,3,2,3,97.456,10.512,24.076,62.868,14.842,3.776,1.0
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.946,10.476,27.602,62.868,14.92,3.7134268537074147,0.998
33,9,9,0,7,2,0,20,16,2,2,10,2,2,34,3.235294117647059,2.75,17,17,13,10,3,2,3,92.17,7.274,22.028,62.868,14.642,3.502,1.0
31,11,10,1,8,2,1,20,16,2,2,10,3,1,34,3.235294117647059,2.757575757575758,17,17,15,10,3,2,3,95.298,11.192,21.238,62.868,14.1,3.57,1.0
28,11,10,1,8,2,1,23,19,2,2,12,3,3,34,3.235294117647059,2.739130434782609,19,17,15,10,4,2,3,99.072,11.058,25.146,62.868,14.682,3.71,1.0
33,7,6,1,4,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.828125,18,13,14,11,4,2,3,95.352,6.786,25.7,62.866,14.658,3.696,1.0
33,8,7,1,5,2,1,21,17,2,2,10,2,3,34,3.235294117647059,2.84375,17,14,14,11,4,2,3,95.368,8.148,24.354,62.866,14.726,3.664,1.0
34,8,7,1,5,2,1,20,16,2,2,9,3,2,34,3.235294117647059,2.8253968253968256,17,13,15,11,3,2,3,93.554,8.292,22.4,62.862,14.532,3.652,1.0
29,12,11,1,9,2,1,21,17,2,2,9,3,3,34,3.235294117647059,2.823529411764706,16,18,15,11,4,2,3,100.242,11.318,26.062,62.862,14.808,3.636,1.0
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,100.448,10.128,27.46,62.86,14.866,3.768,1.0
32,10,9,1,7,2,1,20,16,2,2,9,2,3,34,3.235294117647059,2.8615384615384616,17,16,14,11,4,2,3,97.37,9.804,24.708,62.858,14.63,3.574,1.0
33,10,9,1,7,2,1,19,15,2,2,9,2,2,34,3.235294117647059,2.8125,17,15,14,10,4,2,3,93.84,9.922,21.06,62.858,14.348,3.574,1.0
27,12,11,1,9,2,1,23,19,2,2,12,3,2,34,3.235294117647059,2.7142857142857144,19,18,15,11,3,2,3,98.816,11.638,24.32,62.858,14.636,3.7515030060120242,0.998
29,11,10,1,8,2,1,22,18,2,2,12,2,2,34,3.235294117647059,2.735294117647059,19,17,14,10,4,2,3,97.128,10.792,23.478,62.858,14.74,3.658,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.77,11.2,26.714,62.856,14.516,3.746,1.0
29,11,10,1,8,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.8088235294117645,17,17,15,11,4,2,3,99.28,10.468,25.958,62.854,14.776,3.63,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.968,11.158,26.956,62.854,15.18,3.617234468937876,0.998
28,12,11,1,9,2,1,22,18,2,2,11,3,2,34,3.235294117647059,2.739130434782609,18,18,15,11,3,2,3,96.65,11.106,22.692,62.852,14.816,3.555110220440882,0.998
29,11,10,1,8,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.7794117647058822,18,17,14,11,4,2,3,98.55,10.57,25.13,62.85,14.606,3.69,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.28,11.122,26.308,62.85,14.874,3.712,1.0
28,11,10,1,8,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.782608695652174,18,17,15,11,4,2,3,100.452,10.42,27.182,62.85,14.936,3.7274549098196395,0.998
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,101.584,11.42,27.318,62.846,15.018,3.676,1.0
33,10,9,1,7,2,1,19,16,1,2,10,1,3,34,3.235294117647059,2.84375,17,17,12,11,4,2,3,95.266,9.46,22.96,62.846,14.318,3.53,1.0
28,12,11,1,9,2,1,22,18,2,2,11,3,2,34,3.235294117647059,2.739130434782609,18,18,15,11,3,2,3,98.23,11.59,23.796,62.844,14.6,3.6392785571142285,0.998
30,10,9,1,7,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.791044776119403,18,16,14,11,4,2,3,96.698,8.848,25.006,62.844,15.38,3.62,1.0
29,9,8,1,6,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.764705882352941,19,16,14,11,4,2,3,98.59,8.42,27.328,62.842,14.768,3.749498997995992,0.998
31,11,10,1,8,2,1,20,16,2,2,10,3,1,34,3.235294117647059,2.757575757575758,18,16,15,9,4,2,3,95.274,10.75,21.682,62.842,14.458,3.618,1.0
28,11,10,1,8,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7971014492753623,19,17,15,11,4,2,3,100.6,10.55,27.208,62.842,14.622,3.65,1.0
30,10,9,1,7,2,1,22,18,2,2,11,2,3,34,3.235294117647059,2.791044776119403,18,16,14,11,4,2,3,97.256,9.634,24.782,62.84,14.912,3.648,1.0
33,10,9,1,7,2,1,19,16,1,2,9,3,2,34,3.235294117647059,2.796875,16,17,13,11,3,2,3,93.702,9.064,21.798,62.84,14.286,3.456,1.0
31,11,10,1,8,2,1,20,16,2,2,9,3,2,34,3.235294117647059,2.772727272727273,17,17,14,11,3,2,3,95.242,10.03,22.374,62.838,14.448,3.584,1.0
28,11,10,1,8,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7971014492753623,19,17,15,11,4,2,3,100.476,10.306,27.332,62.838,15.048,3.775551102204409,0.998
29,11,10,1,8,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.7941176470588234,18,16,15,11,4,2,3,99.368,10.712,25.818,62.838,14.586,3.666,1.0
34,9,8,1,6,2,1,19,15,2,2,9,3,1,34,3.235294117647059,2.8095238095238093,16,16,14,9,4,2,3,92.706,8.472,21.396,62.838,14.51,3.56,1.0
28,11,10,1,8,2,1,23,19,2,2,12,3,2,34,3.235294117647059,2.739130434782609,19,17,15,10,4,2,3,97.288,10.748,23.704,62.836,14.71,3.688,1.0
27,12,11,1,9,2,1,23,19,2,2,11,3,3,34,3.235294117647059,2.7714285714285714,18,18,15,11,4,2,3,100.868,11.464,26.568,62.836,15.534,3.717434869739479,0.998
30,12,11,1,9,2,1,20,16,2,2,9,3,2,34,3.235294117647059,2.791044776119403,16,18,15,11,3,2,3,96.66,11.3,22.524,62.836,14.972,3.564,1.0
28,12,11,1,9,2,1,22,18,2,2,10,3,3,34,3.235294117647059,2.8115942028985508,18,18,15,11,4,2,3,101.198,11.466,26.898,62.834,14.996,3.6713426853707416,0.998
27,11,10,1,8,2,1,24,20,2,2,12,3,3,34,3.235294117647059,2.757142857142857,19,17,15,11,4,2,3,99.612,10.32,26.458,62.834,14.842,3.696,1.0
