lands,ramp,rock_ramp,land_ramp,ramp_1,ramp_2,ramp_3,draw,immediate_draw,turn_draw,cast_draw,draw_1,draw_2,draw_3,value,value_cmc,curve,cmc_1,cmc_2,cmc_3,cmc_4,cmc_5,cmc_6,cmc_7+,total_mana_spent,ramp_mana_spent,draw_mana_spent,nonramp_nondraw_mana_spent,high_cmc_mana_spent,avg_commander_cast_turn,commander_cast_rate
35,25,22,3,10,10,5,2,0,1,1,0,0,0,37,6.243243243243243,5.1692307692307695,3,11,7,8,5,10,19,47.091,12.496,1.004,33.591,24.635,6.8791500664010625,0.753
37,22,20,2,9,9,4,2,0,1,1,0,0,0,38,6.315789473684211,5.222222222222222,3,10,7,9,5,7,20,45.426,10.692,1.144,33.59,24.085,6.997194950911641,0.713
41,19,17,2,7,9,3,3,0,2,1,0,0,0,36,6.472222222222222,5.440677966101695,3,8,7,8,4,7,20,45.04,9.683,1.782,33.575,25.702,6.978378378378379,0.74
40,22,20,2,9,9,4,1,0,0,1,0,0,0,36,6.194444444444445,5.166666666666667,3,10,6,9,4,9,17,45.225,11.053,0.616,33.556,23.19,6.879898862199747,0.791
45,15,14,1,6,5,4,1,0,0,1,0,0,0,38,6.078947368421052,5.363636363636363,3,9,6,4,5,9,18,41.571,7.507,0.52,33.544,22.549,7.1801925722145805,0.727
40,19,17,2,5,9,5,1,0,0,1,0,0,0,39,6.410256410256411,5.6,3,7,6,6,5,12,19,43.966,9.85,0.572,33.544,22.892,6.969101123595506,0.712
47,14,14,0,3,7,4,1,0,0,1,0,0,0,37,6.324324324324325,5.584905660377358,3,6,6,5,5,6,20,41.125,7.032,0.552,33.541,24.565,6.969529085872576,0.722
40,21,18,3,8,9,4,2,0,2,0,0,0,0,36,6.388888888888889,5.35,3,9,7,7,5,8,19,45.605,10.668,1.4,33.537,24.77,6.875647668393782,0.772
39,21,19,2,6,10,5,2,0,1,1,0,0,0,37,6.297297297297297,5.426229508196721,3,8,6,10,5,9,19,46.02,11.441,1.052,33.527,24.418,7.018518518518518,0.756
47,18,16,2,7,7,4,2,0,1,1,0,0,0,32,6.0,5.037735849056604,3,9,7,6,5,5,16,43.667,9.009,1.132,33.526,24.995,6.859523809523809,0.84
40,20,19,1,7,9,4,1,0,1,0,0,0,0,38,6.2368421052631575,5.25,3,9,6,9,5,7,19,43.598,9.524,0.556,33.518,23.132,6.87940379403794,0.738
46,18,16,2,6,8,4,2,0,1,1,0,0,0,33,5.787878787878788,5.037037037037037,3,8,7,5,5,9,15,44.264,9.303,1.454,33.507,23.272,6.882850241545894,0.828
40,21,20,1,9,8,4,2,0,2,0,0,0,0,36,6.388888888888889,5.25,3,11,7,6,5,6,20,44.783,9.947,1.334,33.502,25.574,6.781329923273657,0.782
42,20,18,2,8,8,4,2,0,1,1,0,0,0,35,6.142857142857143,5.206896551724138,3,10,7,7,5,7,18,44.862,10.22,1.14,33.502,24.543,7.0,0.77
43,19,17,2,9,7,3,1,0,1,0,0,0,0,36,6.194444444444445,5.245614035087719,3,11,7,5,4,7,19,43.016,9.007,0.516,33.493,24.749,7.044295302013423,0.745
39,20,20,0,6,10,4,1,0,1,0,0,0,0,39,6.487179487179487,5.459016393442623,3,9,6,8,5,6,22,43.581,9.54,0.564,33.477,25.615,6.842605156037992,0.737
44,16,15,1,6,8,2,2,0,2,0,0,0,0,37,6.378378378378378,5.410714285714286,3,8,6,8,4,5,20,42.037,7.329,1.238,33.47,24.428,6.970792767732963,0.719
38,22,20,2,10,8,4,2,0,1,1,0,0,0,37,6.243243243243243,5.209677419354839,3,11,6,7,5,8,20,45.721,10.9,1.354,33.467,24.928,6.85149863760218,0.734
36,22,19,3,10,8,4,2,0,1,1,0,0,0,39,6.3076923076923075,5.296875,3,10,7,7,5,11,19,45.583,10.84,1.282,33.461,22.792,6.947521865889213,0.686
42,17,17,0,6,7,4,2,0,1,1,0,0,0,38,6.2631578947368425,5.431034482758621,3,9,6,7,4,8,20,43.376,8.773,1.144,33.459,24.375,7.019283746556474,0.726
38,21,19,2,7,10,4,2,0,1,1,0,0,0,38,6.2105263157894735,5.274193548387097,3,9,7,7,5,9,20,45.354,10.589,1.308,33.457,24.432,6.984952120383037,0.731
37,20,18,2,9,8,3,2,0,2,0,0,0,0,40,6.375,5.317460317460317,3,11,7,6,4,7,23,43.173,8.552,1.18,33.441,25.179,7.180059523809524,0.672
40,21,19,2,8,10,3,3,0,2,1,0,0,0,35,6.257142857142857,5.266666666666667,3,10,6,10,4,7,19,46.551,11.065,2.048,33.438,25.39,7.0835509138381205,0.766
39,21,19,2,9,7,5,3,0,2,1,0,0,0,36,6.305555555555555,5.311475409836065,3,10,7,8,5,9,18,46.117,10.911,1.77,33.436,24.437,6.9948320413436695,0.774
37,22,20,2,9,10,3,3,0,2,1,0,0,0,37,6.1891891891891895,5.142857142857143,3,10,7,9,5,7,20,45.549,10.314,1.8,33.435,24.959,6.998620689655173,0.725
36,20,19,1,8,8,4,3,0,2,1,0,0,0,40,6.25,5.265625,3,10,7,7,5,10,20,44.283,9.214,1.636,33.433,22.812,7.035087719298246,0.684
46,17,16,1,7,7,3,2,0,1,1,0,0,0,34,6.0588235294117645,5.148148148148148,3,9,6,6,5,6,17,42.906,8.148,1.35,33.408,24.543,6.973621103117506,0.834
36,19,19,0,7,9,3,3,0,2,1,0,0,0,41,6.634146341463414,5.546875,3,10,6,8,4,8,23,43.84,8.537,1.906,33.397,24.342,6.983050847457627,0.649
42,17,17,0,5,7,5,2,0,1,1,0,0,0,38,6.473684210526316,5.655172413793103,3,8,6,6,5,8,21,43.466,8.831,1.244,33.391,24.763,7.10840108401084,0.738
43,19,17,2,9,7,3,1,0,0,1,0,0,0,36,6.388888888888889,5.2631578947368425,3,11,6,6,5,5,19,42.376,8.435,0.556,33.385,24.694,6.905635648754915,0.763
39,20,17,3,9,8,3,1,0,0,1,0,0,0,39,6.333333333333333,5.409836065573771,3,10,7,6,5,8,21,44.257,10.363,0.516,33.378,24.037,7.058997050147493,0.678
43,18,16,2,6,8,4,2,0,1,1,0,0,0,36,6.5,5.578947368421052,3,8,7,7,4,7,20,44.418,9.698,1.346,33.374,25.477,6.966145833333333,0.768
36,24,22,2,8,11,5,2,0,1,1,0,0,0,37,6.324324324324325,5.296875,3,9,7,9,5,10,19,46.704,11.955,1.382,33.367,24.34,6.831081081081081,0.74
43,19,16,3,9,6,4,0,0,0,0,0,0,0,37,6.162162162162162,5.245614035087719,3,9,7,5,5,7,19,42.458,9.093,0.0,33.365,23.95,6.910931174089069,0.741
36,21,18,3,8,8,5,3,0,2,1,0,0,0,39,6.512820512820513,5.453125,3,9,7,8,5,9,21,45.105,9.989,1.754,33.362,24.181,6.960641399416909,0.686
37,22,19,3,8,10,4,3,0,2,1,0,0,0,37,6.45945945945946,5.396825396825397,3,9,7,8,5,9,20,46.222,11.118,1.762,33.342,24.792,7.010781671159029,0.742
43,17,14,3,8,6,3,2,0,1,1,0,0,0,37,6.621621621621622,5.578947368421052,3,8,7,6,5,4,22,42.982,8.272,1.374,33.336,26.248,7.119278779472954,0.721
42,17,17,0,6,7,4,2,0,2,0,0,0,0,38,6.342105263157895,5.431034482758621,3,9,6,5,5,7,21,42.499,7.967,1.202,33.33,24.936,6.9972972972972975,0.74
42,20,17,3,10,7,3,1,0,0,1,0,0,0,36,6.111111111111111,5.137931034482759,3,11,7,7,4,8,17,43.899,9.987,0.584,33.328,22.756,7.00794701986755,0.755
44,20,19,1,7,8,5,2,0,1,1,0,0,0,33,6.03030303030303,5.125,3,9,6,7,5,8,16,44.861,10.201,1.336,33.324,24.196,6.827878787878788,0.825
35,23,20,3,9,10,4,2,0,1,1,0,0,0,39,6.3076923076923075,5.276923076923077,3,10,7,8,5,10,20,46.025,11.58,1.124,33.321,23.691,6.842485549132948,0.692
39,20,19,1,8,9,3,1,0,1,0,0,0,0,39,6.358974358974359,5.344262295081967,3,11,6,8,5,6,21,43.383,9.578,0.492,33.313,24.01,7.03894297635605,0.719
41,17,16,1,6,8,3,3,0,2,1,0,0,0,38,6.394736842105263,5.423728813559322,3,9,6,7,4,7,21,43.073,7.84,1.922,33.311,24.434,7.116991643454039,0.718
38,22,18,4,10,10,2,2,0,1,1,0,0,0,37,6.162162162162162,5.129032258064516,3,10,7,9,4,9,18,45.212,10.81,1.1,33.302,22.774,7.158904109589041,0.73
39,20,19,1,7,9,4,2,0,1,1,0,0,0,38,6.2894736842105265,5.360655737704918,3,9,6,7,5,8,21,44.381,9.805,1.28,33.296,25.231,6.985013623978202,0.734
44,15,14,1,7,5,3,2,0,1,1,0,0,0,38,6.447368421052632,5.535714285714286,3,9,6,7,4,5,21,41.706,7.274,1.136,33.296,24.645,7.2441176470588236,0.68
